,country,iso_code,date,daily_vaccinations,people_vaccinated,people_vaccinated_per_hundred,vaccines
21261,Norway,NOR,2020-12-02,,0.0,0.0,"Moderna, Pfizer/BioNTech"
21262,Norway,NOR,2020-12-03,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
21263,Norway,NOR,2020-12-04,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
15647,Latvia,LVA,2020-12-04,,1.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15648,Latvia,LVA,2020-12-05,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21264,Norway,NOR,2020-12-05,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
15649,Latvia,LVA,2020-12-06,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21265,Norway,NOR,2020-12-06,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
21266,Norway,NOR,2020-12-07,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
15650,Latvia,LVA,2020-12-07,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15651,Latvia,LVA,2020-12-08,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21267,Norway,NOR,2020-12-08,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
8434,England,OWID_ENG,2020-12-08,,5316.0,0.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24860,Scotland,OWID_SCT,2020-12-08,,1897.0,0.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15652,Latvia,LVA,2020-12-09,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24861,Scotland,OWID_SCT,2020-12-09,3838.0,5735.0,0.1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21268,Norway,NOR,2020-12-09,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
8435,England,OWID_ENG,2020-12-09,9608.0,14924.0,0.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24862,Scotland,OWID_SCT,2020-12-10,4384.0,10665.0,0.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8436,England,OWID_ENG,2020-12-10,10729.0,26774.0,0.05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15653,Latvia,LVA,2020-12-10,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21269,Norway,NOR,2020-12-10,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
24863,Scotland,OWID_SCT,2020-12-11,4678.0,15932.0,0.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8437,England,OWID_ENG,2020-12-11,11327.0,39296.0,0.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15654,Latvia,LVA,2020-12-11,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21270,Norway,NOR,2020-12-11,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
24864,Scotland,OWID_SCT,2020-12-12,4040.0,18059.0,0.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8438,England,OWID_ENG,2020-12-12,11148.0,49909.0,0.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21271,Norway,NOR,2020-12-12,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
15655,Latvia,LVA,2020-12-12,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21045,Northern Ireland,OWID_NIR,2020-12-13,,3623.0,0.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21272,Norway,NOR,2020-12-13,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
8439,England,OWID_ENG,2020-12-13,10150.0,56065.0,0.1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30812,Wales,OWID_WLS,2020-12-13,,8257.0,0.26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
29832,United Kingdom,GBR,2020-12-13,,86465.0,0.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24865,Scotland,OWID_SCT,2020-12-13,3455.0,19170.0,0.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15656,Latvia,LVA,2020-12-13,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30813,Wales,OWID_WLS,2020-12-14,2257.0,24056.0,0.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
29833,United Kingdom,GBR,2020-12-14,84117.0,675286.0,0.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8440,England,OWID_ENG,2020-12-14,10494.0,68280.0,0.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
4767,Canada,CAN,2020-12-14,,5.0,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21273,Norway,NOR,2020-12-14,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
21046,Northern Ireland,OWID_NIR,2020-12-14,1778.0,16068.0,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24866,Scotland,OWID_SCT,2020-12-14,3827.0,24858.0,0.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15657,Latvia,LVA,2020-12-14,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21274,Norway,NOR,2020-12-15,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
23487,Russia,RUS,2020-12-15,,28500.0,0.02,"EpiVacCorona, Sputnik V"
8441,England,OWID_ENG,2020-12-15,17538.0,128084.0,0.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30814,Wales,OWID_WLS,2020-12-15,2257.0,24056.0,0.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
4768,Canada,CAN,2020-12-15,718.0,723.0,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21047,Northern Ireland,OWID_NIR,2020-12-15,1778.0,16068.0,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24867,Scotland,OWID_SCT,2020-12-15,4329.0,32203.0,0.59,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15658,Latvia,LVA,2020-12-15,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
29834,United Kingdom,GBR,2020-12-15,84117.0,675286.0,0.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
5593,China,CHN,2020-12-15,,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
21048,Northern Ireland,OWID_NIR,2020-12-16,1778.0,16068.0,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23488,Russia,RUS,2020-12-16,3357.0,52000.0,0.04,"EpiVacCorona, Sputnik V"
30815,Wales,OWID_WLS,2020-12-16,2257.0,24056.0,0.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21275,Norway,NOR,2020-12-16,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
4769,Canada,CAN,2020-12-16,1509.0,3023.0,0.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24868,Scotland,OWID_SCT,2020-12-16,4803.0,39356.0,0.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15659,Latvia,LVA,2020-12-16,0.0,2.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
5594,China,CHN,2020-12-16,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
29835,United Kingdom,GBR,2020-12-16,84117.0,675286.0,0.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8442,England,OWID_ENG,2020-12-16,30068.0,225401.0,0.4,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
5595,China,CHN,2020-12-17,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
29836,United Kingdom,GBR,2020-12-17,84117.0,675286.0,0.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21049,Northern Ireland,OWID_NIR,2020-12-17,1778.0,16068.0,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15660,Latvia,LVA,2020-12-17,0.0,5.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21276,Norway,NOR,2020-12-17,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
8443,England,OWID_ENG,2020-12-17,42205.0,322211.0,0.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30816,Wales,OWID_WLS,2020-12-17,2257.0,24056.0,0.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
7349,Denmark,DNK,2020-12-17,,1.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
24869,Scotland,OWID_SCT,2020-12-17,5107.0,46416.0,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
4770,Canada,CAN,2020-12-17,2399.0,7202.0,0.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23489,Russia,RUS,2020-12-17,3357.0,52000.0,0.04,"EpiVacCorona, Sputnik V"
15661,Latvia,LVA,2020-12-18,0.0,5.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8444,England,OWID_ENG,2020-12-18,51501.0,399800.0,0.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21050,Northern Ireland,OWID_NIR,2020-12-18,1778.0,16068.0,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30817,Wales,OWID_WLS,2020-12-18,2257.0,24056.0,0.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
4771,Canada,CAN,2020-12-18,2792.0,11174.0,0.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23490,Russia,RUS,2020-12-18,3357.0,52000.0,0.04,"EpiVacCorona, Sputnik V"
21277,Norway,NOR,2020-12-18,1.0,8.0,0.0,"Moderna, Pfizer/BioNTech"
5596,China,CHN,2020-12-18,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
24870,Scotland,OWID_SCT,2020-12-18,5562.0,54864.0,1.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
7350,Denmark,DNK,2020-12-18,1.0,2.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
29837,United Kingdom,GBR,2020-12-18,84117.0,675286.0,0.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8445,England,OWID_ENG,2020-12-19,62920.0,490349.0,0.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
4772,Canada,CAN,2020-12-19,2378.0,11894.0,0.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21278,Norway,NOR,2020-12-19,1.0,8.0,0.0,"Moderna, Pfizer/BioNTech"
7351,Denmark,DNK,2020-12-19,1.0,3.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
23491,Russia,RUS,2020-12-19,3357.0,52000.0,0.04,"EpiVacCorona, Sputnik V"
21051,Northern Ireland,OWID_NIR,2020-12-19,1778.0,16068.0,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15662,Latvia,LVA,2020-12-19,0.0,5.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24871,Scotland,OWID_SCT,2020-12-19,5736.0,58211.0,1.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
29838,United Kingdom,GBR,2020-12-19,84117.0,675286.0,0.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
5597,China,CHN,2020-12-19,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
30818,Wales,OWID_WLS,2020-12-19,2257.0,24056.0,0.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
13846,Israel,ISR,2020-12-19,,60.0,0.0,"Moderna, Pfizer/BioNTech"
5598,China,CHN,2020-12-20,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
13847,Israel,ISR,2020-12-20,7373.0,7433.0,0.09,"Moderna, Pfizer/BioNTech"
29839,United Kingdom,GBR,2020-12-20,84117.0,675286.0,0.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30048,United States,USA,2020-12-20,,556208.0,0.17,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
21052,Northern Ireland,OWID_NIR,2020-12-20,1778.0,16068.0,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15663,Latvia,LVA,2020-12-20,0.0,5.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8446,England,OWID_ENG,2020-12-20,73392.0,569809.0,1.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
4773,Canada,CAN,2020-12-20,2122.0,12738.0,0.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23492,Russia,RUS,2020-12-20,3357.0,52000.0,0.04,"EpiVacCorona, Sputnik V"
21279,Norway,NOR,2020-12-20,1.0,8.0,0.0,"Moderna, Pfizer/BioNTech"
24872,Scotland,OWID_SCT,2020-12-20,5939.0,60741.0,1.11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30819,Wales,OWID_WLS,2020-12-20,2257.0,24056.0,0.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
7352,Denmark,DNK,2020-12-20,1.0,4.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
4774,Canada,CAN,2020-12-21,2980.0,20866.0,0.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23493,Russia,RUS,2020-12-21,3357.0,52000.0,0.04,"EpiVacCorona, Sputnik V"
21280,Norway,NOR,2020-12-21,1.0,8.0,0.0,"Moderna, Pfizer/BioNTech"
30049,United States,USA,2020-12-21,57909.0,614117.0,0.18,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
5599,China,CHN,2020-12-21,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
29840,United Kingdom,GBR,2020-12-21,78831.0,1005073.0,1.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
7353,Denmark,DNK,2020-12-21,1.0,4.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
13848,Israel,ISR,2020-12-21,16128.0,32317.0,0.37,"Moderna, Pfizer/BioNTech"
15664,Latvia,LVA,2020-12-21,1.0,6.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24873,Scotland,OWID_SCT,2020-12-21,6488.0,70275.0,1.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30820,Wales,OWID_WLS,2020-12-21,2190.0,36551.0,1.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8447,England,OWID_ENG,2020-12-21,80819.0,634013.0,1.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21053,Northern Ireland,OWID_NIR,2020-12-21,1829.0,31016.0,1.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
27768,Switzerland,CHE,2020-12-22,,438154.0,5.06,"Moderna, Pfizer/BioNTech"
21281,Norway,NOR,2020-12-22,2.0,17.0,0.0,"Moderna, Pfizer/BioNTech"
24874,Scotland,OWID_SCT,2020-12-22,7118.0,82030.0,1.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23077,Qatar,QAT,2020-12-22,,100000.0,3.47,"Moderna, Pfizer/BioNTech"
8448,England,OWID_ENG,2020-12-22,84709.0,721049.0,1.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15665,Latvia,LVA,2020-12-22,1.0,8.0,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
7354,Denmark,DNK,2020-12-22,1.0,5.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
30821,Wales,OWID_WLS,2020-12-22,2122.0,36551.0,1.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30050,United States,USA,2020-12-22,127432.0,1008025.0,0.3,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
5600,China,CHN,2020-12-22,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
29841,United Kingdom,GBR,2020-12-22,73544.0,1005073.0,1.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21054,Northern Ireland,OWID_NIR,2020-12-22,1880.0,31016.0,1.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
13849,Israel,ISR,2020-12-22,25624.0,76932.0,0.89,"Moderna, Pfizer/BioNTech"
4775,Canada,CAN,2020-12-22,3697.0,26603.0,0.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23494,Russia,RUS,2020-12-22,3357.0,52000.0,0.04,"EpiVacCorona, Sputnik V"
16294,Liechtenstein,LIE,2020-12-22,,0.0,0.0,"Moderna, Pfizer/BioNTech"
30822,Wales,OWID_WLS,2020-12-23,2055.0,36551.0,1.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23495,Russia,RUS,2020-12-23,12592.0,800000.0,0.55,"EpiVacCorona, Sputnik V"
21282,Norway,NOR,2020-12-23,3.0,23.0,0.0,"Moderna, Pfizer/BioNTech"
21055,Northern Ireland,OWID_NIR,2020-12-23,1931.0,31016.0,1.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15666,Latvia,LVA,2020-12-23,15.0,606.0,0.03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30051,United States,USA,2020-12-23,150606.0,1008025.0,0.3,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
23078,Qatar,QAT,2020-12-23,1351.0,100000.0,3.47,"Moderna, Pfizer/BioNTech"
2126,Bahrain,BHR,2020-12-23,,38965.0,2.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
24875,Scotland,OWID_SCT,2020-12-23,7540.0,92133.0,1.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16295,Liechtenstein,LIE,2020-12-23,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
27769,Switzerland,CHE,2020-12-23,426.0,438154.0,5.06,"Moderna, Pfizer/BioNTech"
5601,China,CHN,2020-12-23,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
7355,Denmark,DNK,2020-12-23,1.0,8.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
8449,England,OWID_ENG,2020-12-23,82341.0,801790.0,1.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
13850,Israel,ISR,2020-12-23,34926.0,139764.0,1.61,"Moderna, Pfizer/BioNTech"
29842,United Kingdom,GBR,2020-12-23,68258.0,1005073.0,1.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
4776,Canada,CAN,2020-12-23,4581.0,35089.0,0.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30052,United States,USA,2020-12-24,191001.0,1944585.0,0.58,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
7356,Denmark,DNK,2020-12-24,1.0,11.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
4777,Canada,CAN,2020-12-24,5457.0,45398.0,0.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23496,Russia,RUS,2020-12-24,21827.0,800000.0,0.55,"EpiVacCorona, Sputnik V"
21056,Northern Ireland,OWID_NIR,2020-12-24,1982.0,31016.0,1.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23079,Qatar,QAT,2020-12-24,1351.0,100000.0,3.47,"Moderna, Pfizer/BioNTech"
2127,Bahrain,BHR,2020-12-24,11106.0,50071.0,2.94,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
30823,Wales,OWID_WLS,2020-12-24,1987.0,36551.0,1.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
13851,Israel,ISR,2020-12-24,42607.0,213093.0,2.46,"Moderna, Pfizer/BioNTech"
24876,Scotland,OWID_SCT,2020-12-24,6932.0,94942.0,1.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8450,England,OWID_ENG,2020-12-24,72448.0,829344.0,1.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
5389,Chile,CHL,2020-12-24,,420.0,0.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
29843,United Kingdom,GBR,2020-12-24,62972.0,1005073.0,1.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15667,Latvia,LVA,2020-12-24,29.0,606.0,0.03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
5602,China,CHN,2020-12-24,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
6162,Costa Rica,CRI,2020-12-24,,55.0,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
27770,Switzerland,CHE,2020-12-24,344.0,438154.0,5.06,"Moderna, Pfizer/BioNTech"
21283,Norway,NOR,2020-12-24,5.0,32.0,0.0,"Moderna, Pfizer/BioNTech"
16296,Liechtenstein,LIE,2020-12-24,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
18088,Mexico,MEX,2020-12-24,,2924.0,0.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
23080,Qatar,QAT,2020-12-25,1351.0,100000.0,3.47,"Moderna, Pfizer/BioNTech"
21057,Northern Ireland,OWID_NIR,2020-12-25,2033.0,31016.0,1.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23497,Russia,RUS,2020-12-25,31061.0,800000.0,0.55,"EpiVacCorona, Sputnik V"
21284,Norway,NOR,2020-12-25,3.0,32.0,0.0,"Moderna, Pfizer/BioNTech"
16297,Liechtenstein,LIE,2020-12-25,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
4778,Canada,CAN,2020-12-25,4889.0,45398.0,0.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
7357,Denmark,DNK,2020-12-25,1.0,13.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
15668,Latvia,LVA,2020-12-25,43.0,606.0,0.03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
27771,Switzerland,CHE,2020-12-25,230.0,438154.0,5.06,"Moderna, Pfizer/BioNTech"
30824,Wales,OWID_WLS,2020-12-25,1920.0,36551.0,1.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
5603,China,CHN,2020-12-25,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
24877,Scotland,OWID_SCT,2020-12-25,5728.0,94958.0,1.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2128,Bahrain,BHR,2020-12-25,5789.0,50543.0,2.97,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
18089,Mexico,MEX,2020-12-25,1300.0,6824.0,0.01,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
6163,Costa Rica,CRI,2020-12-25,240.0,2455.0,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech"
8451,England,OWID_ENG,2020-12-25,61400.0,829602.0,1.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
5390,Chile,CHL,2020-12-25,4777.0,5197.0,0.03,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
30053,United States,USA,2020-12-25,215238.0,1944585.0,0.58,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
13852,Israel,ISR,2020-12-25,41914.0,251544.0,2.91,"Moderna, Pfizer/BioNTech"
29844,United Kingdom,GBR,2020-12-25,57685.0,1005073.0,1.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24878,Scotland,OWID_SCT,2020-12-26,5250.0,94961.0,1.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15669,Latvia,LVA,2020-12-26,57.0,606.0,0.03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
13853,Israel,ISR,2020-12-26,40580.0,284117.0,3.28,"Moderna, Pfizer/BioNTech"
8452,England,OWID_ENG,2020-12-26,48716.0,831359.0,1.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
27772,Switzerland,CHE,2020-12-26,281.0,438154.0,5.06,"Moderna, Pfizer/BioNTech"
23498,Russia,RUS,2020-12-26,40296.0,800000.0,0.55,"EpiVacCorona, Sputnik V"
4779,Canada,CAN,2020-12-26,5218.0,48417.0,0.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
18090,Mexico,MEX,2020-12-26,1300.0,6824.0,0.01,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
5101,Cayman Islands,CYM,2020-12-26,,0.0,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
21285,Norway,NOR,2020-12-26,3.0,32.0,0.0,"Moderna, Pfizer/BioNTech"
29845,United Kingdom,GBR,2020-12-26,52399.0,1005073.0,1.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21058,Northern Ireland,OWID_NIR,2020-12-26,2084.0,31016.0,1.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23081,Qatar,QAT,2020-12-26,1351.0,100000.0,3.47,"Moderna, Pfizer/BioNTech"
7358,Denmark,DNK,2020-12-26,1.0,13.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
16298,Liechtenstein,LIE,2020-12-26,0.0,0.0,0.0,"Moderna, Pfizer/BioNTech"
30054,United States,USA,2020-12-26,231396.0,1944585.0,0.58,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
30825,Wales,OWID_WLS,2020-12-26,1852.0,36551.0,1.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
5604,China,CHN,2020-12-26,187500.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
2129,Bahrain,BHR,2020-12-26,4197.0,51556.0,3.03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
6164,Costa Rica,CRI,2020-12-26,240.0,2455.0,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech"
5391,Chile,CHL,2020-12-26,3960.0,8340.0,0.04,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
4780,Canada,CAN,2020-12-27,5649.0,52280.0,0.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
29846,United Kingdom,GBR,2020-12-27,47112.0,1005073.0,1.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
