,country,iso_code,date,daily_vaccinations,people_vaccinated,people_vaccinated_per_hundred,vaccines
12680,Iceland,ISL,2021-03-01,846.0,21083.0,6.18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
6364,Cote d'Ivoire,CIV,2021-03-01,,0.0,0.0,Oxford/AstraZeneca
8150,Egypt,EGY,2021-03-01,2915.0,164534.0,0.16,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V"
5456,Chile,CHL,2021-03-01,70423.0,3453069.0,18.06,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
9967,French Polynesia,PYF,2021-03-01,280.0,6596.0,2.35,"Johnson&Johnson, Pfizer/BioNTech"
16764,Luxembourg,LUX,2021-03-01,1028.0,27655.0,4.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23349,Romania,ROU,2021-03-01,22276.0,946781.0,4.92,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
12289,Hong Kong,HKG,2021-03-01,3866.0,27109.0,0.36,"Pfizer/BioNTech, Sinovac"
16922,Macao,MAC,2021-03-01,1628.0,41117.0,6.33,"Pfizer/BioNTech, Sinopharm/Beijing"
21123,Northern Ireland,OWID_NIR,2021-03-01,10508.0,537389.0,28.38,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23948,Saint Kitts and Nevis,KNA,2021-03-01,314.0,6903.0,12.98,Oxford/AstraZeneca
7,Afghanistan,AFG,2021-03-01,1580.0,54000.0,0.14,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
30890,Wales,OWID_WLS,2021-03-01,17974.0,933485.0,29.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
29910,United Kingdom,GBR,2021-03-01,394821.0,20478619.0,30.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
12148,Honduras,HND,2021-03-01,276.0,7100.0,0.07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
8296,El Salvador,SLV,2021-03-01,1731.0,25000.0,0.39,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
1685,Austria,AUT,2021-03-01,18435.0,464033.0,5.15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
25088,Senegal,SEN,2021-03-01,5043.0,35299.0,0.21,"Oxford/AstraZeneca, Sinopharm/Beijing"
16564,Lithuania,LTU,2021-03-01,7303.0,173633.0,6.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15734,Latvia,LVA,2021-03-01,2478.0,48161.0,2.55,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
22235,Paraguay,PRY,2021-03-01,189.0,1521.0,0.02,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V"
13343,Iraq,IRQ,2021-03-01,,0.0,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
22002,Panama,PAN,2021-03-01,8717.0,116326.0,2.7,"Oxford/AstraZeneca, Pfizer/BioNTech"
1482,Australia,AUS,2021-03-01,4812.0,33702.0,0.13,"Oxford/AstraZeneca, Pfizer/BioNTech"
13208,Iran,IRN,2021-03-01,3806.0,124193.0,0.15,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
15888,Lebanon,LBN,2021-03-01,3975.0,75341.0,1.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
7423,Denmark,DNK,2021-03-01,17831.0,442441.0,7.64,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
26214,Slovenia,SVN,2021-03-01,4187.0,125608.0,6.04,"Oxford/AstraZeneca, Pfizer/BioNTech"
27837,Switzerland,CHE,2021-03-01,19911.0,554431.0,6.41,"Moderna, Pfizer/BioNTech"
13048,Indonesia,IDN,2021-03-01,118752.0,1968057.0,0.72,"Oxford/AstraZeneca, Sinovac"
24098,Saint Lucia,LCA,2021-03-01,131.0,2094.0,1.14,Oxford/AstraZeneca
7647,Dominica,DMA,2021-03-01,706.0,7202.0,10.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
494,Andorra,AND,2021-03-01,80.0,2439.0,3.16,"Oxford/AstraZeneca, Pfizer/BioNTech"
1116,Argentina,ARG,2021-03-01,46705.0,755212.0,1.67,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
21713,Pakistan,PAK,2021-03-01,13196.0,350000.0,0.16,"CanSino, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V"
2516,Barbados,BRB,2021-03-01,3148.0,41125.0,14.31,Oxford/AstraZeneca
16363,Liechtenstein,LIE,2021-03-01,83.0,1781.0,4.67,"Moderna, Pfizer/BioNTech"
5669,China,CHN,2021-03-01,668496.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
30119,United States,USA,2021-03-01,1817502.0,50732997.0,15.17,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
7799,Dominican Republic,DOM,2021-03-01,5956.0,60000.0,0.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
25754,Singapore,SGP,2021-03-01,15004.0,317715.0,5.43,"Moderna, Pfizer/BioNTech, Sinovac"
12862,India,IND,2021-03-01,490006.0,12256337.0,0.89,"Covaxin, Oxford/AstraZeneca, Sputnik V"
28690,Trinidad and Tobago,TTO,2021-03-01,106.0,4777.0,0.34,Oxford/AstraZeneca
21550,Oman,OMN,2021-03-01,1867.0,75499.0,1.48,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
7976,Ecuador,ECU,2021-03-01,3183.0,35886.0,0.2,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
193,Albania,ALB,2021-03-01,1081.0,440921.0,15.32,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
21350,Norway,NOR,2021-03-01,15713.0,345996.0,6.38,"Moderna, Pfizer/BioNTech"
5820,Colombia,COL,2021-03-01,14852.0,749059.0,1.47,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
1867,Azerbaijan,AZE,2021-03-01,9929.0,293360.0,2.89,"Oxford/AstraZeneca, Sinovac, Sputnik V"
12010,Guyana,GUY,2021-03-01,547.0,15524.0,1.97,"Oxford/AstraZeneca, Sputnik V"
29192,Turks and Caicos Islands,TCA,2021-03-01,312.0,11283.0,29.14,Pfizer/BioNTech
10848,Gibraltar,GIB,2021-03-01,918.0,24352.0,72.28,Pfizer/BioNTech
25464,Seychelles,SYC,2021-03-01,1723.0,55901.0,56.84,"Oxford/AstraZeneca, Sinopharm/Beijing"
9376,Falkland Islands,FLK,2021-03-01,14.0,2187.0,62.79,Oxford/AstraZeneca
27169,Sri Lanka,LKA,2021-03-01,22132.0,509275.0,2.38,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
18489,Monaco,MCO,2021-03-01,294.0,8449.0,21.53,Pfizer/BioNTech
23716,Rwanda,RWA,2021-03-01,4170.0,75056.0,0.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
19962,Netherlands,NLD,2021-03-01,48210.0,1317054.0,7.69,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
18633,Mongolia,MNG,2021-03-01,1232.0,9531.0,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
3702,Bosnia and Herzegovina,BIH,2021-03-01,263.0,15000.0,0.46,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
9600,Finland,FIN,2021-03-01,14750.0,384476.0,6.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
10664,Ghana,GHA,2021-03-01,,0.0,0.0,"Oxford/AstraZeneca, Sputnik V"
9217,Faeroe Islands,FRO,2021-03-01,140.0,4211.0,8.62,"Moderna, Pfizer/BioNTech"
18781,Montenegro,MNE,2021-03-01,155.0,1531.0,0.24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
24721,Saudi Arabia,SAU,2021-03-01,40659.0,15894166.0,45.65,"Oxford/AstraZeneca, Pfizer/BioNTech"
10526,Germany,DEU,2021-03-01,170697.0,4256023.0,5.08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3549,Bolivia,BOL,2021-03-01,491.0,10325.0,0.09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
9803,France,FRA,2021-03-01,121432.0,3152491.0,4.67,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
31311,Zimbabwe,ZWE,2021-03-01,2877.0,21456.0,0.14,Sinopharm/Beijing
18941,Montserrat,MSR,2021-03-01,22.0,892.0,17.84,Oxford/AstraZeneca
4535,Cambodia,KHM,2021-03-01,7099.0,84736.0,0.51,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
19104,Morocco,MAR,2021-03-01,175138.0,3568670.0,9.67,"Oxford/AstraZeneca, Sinopharm/Beijing"
23563,Russia,RUS,2021-03-01,88538.0,4158334.0,2.85,"EpiVacCorona, Sputnik V"
27000,Spain,ESP,2021-03-01,106220.0,2642034.0,5.65,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
614,Angola,AGO,2021-03-01,,0.0,0.0,Oxford/AstraZeneca
19398,Myanmar,MMR,2021-03-01,12222.0,1000000.0,1.84,"Oxford/AstraZeneca, Sinopharm/Beijing"
19773,Nepal,NPL,2021-03-01,44361.0,1600000.0,5.49,"Oxford/AstraZeneca, Sinopharm/Beijing"
20926,Northern Cyprus,OWID_CYN,2021-03-01,1403.0,53886.0,14.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
20128,New Caledonia,NCL,2021-03-01,360.0,7343.0,2.57,Pfizer/BioNTech
29693,United Arab Emirates,ARE,2021-03-01,67232.0,5081853.0,51.38,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
17218,Malaysia,MYS,2021-03-01,6798.0,34044.0,0.11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
13530,Ireland,IRL,2021-03-01,12408.0,303550.0,6.15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
17384,Maldives,MDV,2021-03-01,5279.0,117115.0,21.67,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
5166,Cayman Islands,CYM,2021-03-01,528.0,17702.0,26.94,"Oxford/AstraZeneca, Pfizer/BioNTech"
8517,England,OWID_ENG,2021-03-01,336288.0,17373384.0,30.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
27427,Suriname,SUR,2021-03-01,368.0,9196.0,1.57,Oxford/AstraZeneca
11684,Guernsey,GGY,2021-03-01,256.0,21500.0,32.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
17669,Malta,MLT,2021-03-01,2221.0,52862.0,11.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
29002,Turkey,TUR,2021-03-01,276774.0,6975558.0,8.27,"Pfizer/BioNTech, Sinovac"
20743,North Macedonia,MKD,2021-03-01,189.0,5300.0,0.25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
26565,South Africa,ZAF,2021-03-01,7141.0,73047.0,0.12,"Johnson&Johnson, Pfizer/BioNTech"
11510,Guatemala,GTM,2021-03-01,607.0,2427.0,0.01,"Moderna, Oxford/AstraZeneca"
11047,Greece,GRC,2021-03-01,27254.0,594053.0,5.7,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8839,Estonia,EST,2021-03-01,3497.0,81083.0,6.11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24943,Scotland,OWID_SCT,2021-03-01,30052.0,1634361.0,29.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
17954,Mauritius,MUS,2021-03-01,3242.0,117323.0,9.23,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
20401,Nicaragua,NIC,2021-03-01,,0.0,0.0,"Oxford/AstraZeneca, Sputnik V"
23875,Saint Helena,SHN,2021-03-01,75.0,3107.0,51.18,Oxford/AstraZeneca
20266,New Zealand,NZL,2021-03-01,1074.0,8125.0,0.17,Pfizer/BioNTech
26705,South Korea,KOR,2021-03-01,1254.0,24071.0,0.05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
6229,Costa Rica,CRI,2021-03-01,6947.0,103695.0,2.04,"Oxford/AstraZeneca, Pfizer/BioNTech"
11219,Greenland,GRL,2021-03-01,77.0,3927.0,6.92,Moderna
2194,Bahrain,BHR,2021-03-01,7712.0,301103.0,17.7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
4335,Bulgaria,BGR,2021-03-01,13211.0,184764.0,2.66,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
361,Algeria,DZA,2021-03-01,22664.0,2500000.0,5.7,"Oxford/AstraZeneca, Sputnik V"
18155,Mexico,MEX,2021-03-01,113351.0,1959525.0,1.52,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
11375,Grenada,GRD,2021-03-01,424.0,8424.0,7.49,Oxford/AstraZeneca
30260,Uruguay,URY,2021-03-01,9012.0,18396.0,0.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
29499,Ukraine,UKR,2021-03-01,949.0,4905.0,0.01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
6923,Cyprus,CYP,2021-03-01,3129.0,70534.0,7.94,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
22389,Peru,PER,2021-03-01,14157.0,331110.0,1.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
917,Antigua and Barbuda,ATG,2021-03-01,895.0,24164.0,24.68,Oxford/AstraZeneca
13918,Israel,ISR,2021-03-01,98129.0,4763453.0,55.03,"Moderna, Pfizer/BioNTech"
25275,Serbia,SRB,2021-03-01,29299.0,946375.0,13.91,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
30545,Venezuela,VEN,2021-03-01,1204.0,12194.0,0.04,"Sinopharm/Beijing, Sputnik V"
28289,Thailand,THA,2021-03-01,160.0,319.0,0.0,"Oxford/AstraZeneca, Sinovac"
22938,Portugal,PRT,2021-03-01,28126.0,640189.0,6.28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
14707,Jordan,JOR,2021-03-01,11719.0,155772.0,1.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
26012,Slovakia,SVK,2021-03-01,11237.0,320968.0,5.88,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
14875,Kazakhstan,KAZ,2021-03-01,2649.0,69095.0,0.37,"QazVac, Sinopharm/HayatVax, Sputnik V"
2883,Belgium,BEL,2021-03-01,17999.0,539250.0,4.65,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
14121,Italy,ITA,2021-03-01,119415.0,3085811.0,5.1,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
6562,Croatia,HRV,2021-03-01,6703.0,153085.0,3.73,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15314,Kuwait,KWT,2021-03-01,8810.0,322000.0,7.54,Pfizer/BioNTech
13707,Isle of Man,IMN,2021-03-01,599.0,14316.0,16.84,"Oxford/AstraZeneca, Pfizer/BioNTech"
3021,Belize,BLZ,2021-03-01,208.0,417.0,0.1,"Oxford/AstraZeneca, Sinopharm/Beijing"
773,Anguilla,AIA,2021-03-01,86.0,4700.0,31.33,Oxford/AstraZeneca
14402,Japan,JPN,2021-03-01,2836.0,31785.0,0.03,"Moderna, Pfizer/BioNTech"
22735,Poland,POL,2021-03-01,89141.0,2190526.0,5.79,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
27974,Syria,SYR,2021-03-01,,0.0,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
7124,Czechia,CZE,2021-03-01,16264.0,442110.0,4.13,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
22527,Philippines,PHL,2021-03-01,756.0,756.0,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
24413,San Marino,SMR,2021-03-01,120.0,275.0,0.81,"Pfizer/BioNTech, Sputnik V"
2715,Belarus,BLR,2021-03-01,455.0,20944.0,0.22,"Sinopharm/Beijing, Sputnik V"
23146,Qatar,QAT,2021-03-01,11000.0,971973.0,33.74,"Moderna, Pfizer/BioNTech"
8297,El Salvador,SLV,2021-03-02,1331.0,25000.0,0.39,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
12011,Guyana,GUY,2021-03-02,547.0,15524.0,1.97,"Oxford/AstraZeneca, Sputnik V"
27631,Sweden,SWE,2021-03-02,23595.0,713150.0,7.06,"Oxford/AstraZeneca, Pfizer/BioNTech"
17219,Malaysia,MYS,2021-03-02,9273.0,55689.0,0.17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
774,Anguilla,AIA,2021-03-02,82.0,4700.0,31.33,Oxford/AstraZeneca
1868,Azerbaijan,AZE,2021-03-02,11650.0,337315.0,3.33,"Oxford/AstraZeneca, Sinovac, Sputnik V"
5167,Cayman Islands,CYM,2021-03-02,512.0,17702.0,26.94,"Oxford/AstraZeneca, Pfizer/BioNTech"
1686,Austria,AUT,2021-03-02,19964.0,487367.0,5.41,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
27428,Suriname,SUR,2021-03-02,368.0,9196.0,1.57,Oxford/AstraZeneca
11685,Guernsey,GGY,2021-03-02,285.0,21500.0,32.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8518,England,OWID_ENG,2021-03-02,324072.0,17554700.0,31.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3271,Bermuda,BMU,2021-03-02,695.0,15294.0,24.56,"Oxford/AstraZeneca, Pfizer/BioNTech"
22528,Philippines,PHL,2021-03-02,1396.0,2793.0,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
17670,Malta,MLT,2021-03-02,2193.0,54381.0,12.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
20744,North Macedonia,MKD,2021-03-02,189.0,5300.0,0.25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
12681,Iceland,ISL,2021-03-02,843.0,21191.0,6.21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
14122,Italy,ITA,2021-03-02,127340.0,3217151.0,5.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
29003,Turkey,TUR,2021-03-02,254877.0,7123722.0,8.45,"Pfizer/BioNTech, Sinovac"
2884,Belgium,BEL,2021-03-02,18510.0,556061.0,4.8,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
20927,Northern Cyprus,OWID_CYN,2021-03-02,1403.0,53886.0,14.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
3982,Brazil,BRA,2021-03-02,220567.0,6806293.0,3.2,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
5821,Colombia,COL,2021-03-02,17353.0,749059.0,1.47,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
2368,Bangladesh,BGD,2021-03-02,121493.0,3341505.0,2.03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
8151,Egypt,EGY,2021-03-02,2915.0,164534.0,0.16,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V"
23350,Romania,ROU,2021-03-02,23535.0,983997.0,5.11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
6365,Cote d'Ivoire,CIV,2021-03-02,412.0,2058.0,0.01,Oxford/AstraZeneca
918,Antigua and Barbuda,ATG,2021-03-02,895.0,24164.0,24.68,Oxford/AstraZeneca
12290,Hong Kong,HKG,2021-03-02,5657.0,40180.0,0.54,"Pfizer/BioNTech, Sinovac"
4845,Canada,CAN,2021-03-02,58824.0,1470034.0,3.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16923,Macao,MAC,2021-03-02,1365.0,41117.0,6.33,"Pfizer/BioNTech, Sinopharm/Beijing"
21124,Northern Ireland,OWID_NIR,2021-03-02,10472.0,545019.0,28.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
13919,Israel,ISR,2021-03-02,92144.0,4804458.0,55.51,"Moderna, Pfizer/BioNTech"
23949,Saint Kitts and Nevis,KNA,2021-03-02,314.0,6903.0,12.98,Oxford/AstraZeneca
6924,Cyprus,CYP,2021-03-02,3126.0,70534.0,7.94,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
26566,South Africa,ZAF,2021-03-02,6246.0,76037.0,0.13,"Johnson&Johnson, Pfizer/BioNTech"
12492,Hungary,HUN,2021-03-02,47365.0,758037.0,7.85,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
2716,Belarus,BLR,2021-03-02,455.0,20944.0,0.22,"Sinopharm/Beijing, Sputnik V"
30891,Wales,OWID_WLS,2021-03-02,18430.0,942017.0,29.88,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
1117,Argentina,ARG,2021-03-02,54213.0,823446.0,1.82,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
29911,United Kingdom,GBR,2021-03-02,383864.0,20703615.0,30.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
12149,Honduras,HND,2021-03-02,276.0,7100.0,0.07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
194,Albania,ALB,2021-03-02,1026.0,440921.0,15.32,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
26013,Slovakia,SVK,2021-03-02,11602.0,326558.0,5.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16765,Luxembourg,LUX,2021-03-02,1013.0,28476.0,4.55,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
30261,Uruguay,URY,2021-03-02,10919.0,33128.0,0.95,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
17955,Mauritius,MUS,2021-03-02,3242.0,117323.0,9.23,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
8840,Estonia,EST,2021-03-02,3577.0,84049.0,6.34,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
18634,Mongolia,MNG,2021-03-02,1213.0,9531.0,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
3703,Bosnia and Herzegovina,BIH,2021-03-02,263.0,15000.0,0.46,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
24414,San Marino,SMR,2021-03-02,182.0,580.0,1.71,"Pfizer/BioNTech, Sputnik V"
9601,Finland,FIN,2021-03-02,15245.0,404436.0,7.3,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
10665,Ghana,GHA,2021-03-02,28893.0,202252.0,0.65,"Oxford/AstraZeneca, Sputnik V"
18782,Montenegro,MNE,2021-03-02,152.0,1927.0,0.31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
19774,Nepal,NPL,2021-03-02,44361.0,1600000.0,5.49,"Oxford/AstraZeneca, Sinopharm/Beijing"
14708,Jordan,JOR,2021-03-02,8816.0,155772.0,1.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
24722,Saudi Arabia,SAU,2021-03-02,54728.0,15894166.0,45.65,"Oxford/AstraZeneca, Pfizer/BioNTech"
10527,Germany,DEU,2021-03-02,177691.0,4422461.0,5.28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
14403,Japan,JPN,2021-03-02,2837.0,34772.0,0.03,"Moderna, Pfizer/BioNTech"
3550,Bolivia,BOL,2021-03-02,491.0,10325.0,0.09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
9804,France,FRA,2021-03-02,125583.0,3252140.0,4.81,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
31312,Zimbabwe,ZWE,2021-03-02,3005.0,25077.0,0.17,Sinopharm/Beijing
18942,Montserrat,MSR,2021-03-02,19.0,892.0,17.84,Oxford/AstraZeneca
4536,Cambodia,KHM,2021-03-02,9968.0,108409.0,0.65,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
23147,Qatar,QAT,2021-03-02,11000.0,971973.0,33.74,"Moderna, Pfizer/BioNTech"
19105,Morocco,MAR,2021-03-02,183462.0,3657468.0,9.91,"Oxford/AstraZeneca, Sinopharm/Beijing"
23564,Russia,RUS,2021-03-02,88538.0,4158334.0,2.85,"EpiVacCorona, Sputnik V"
27001,Spain,ESP,2021-03-02,110663.0,2772318.0,5.93,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
615,Angola,AGO,2021-03-02,881.0,6169.0,0.02,Oxford/AstraZeneca
19399,Myanmar,MMR,2021-03-02,12222.0,1000000.0,1.84,"Oxford/AstraZeneca, Sinopharm/Beijing"
5457,Chile,CHL,2021-03-02,81440.0,3612024.0,18.9,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
29500,Ukraine,UKR,2021-03-02,1122.0,6888.0,0.02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
9968,French Polynesia,PYF,2021-03-02,293.0,6773.0,2.41,"Johnson&Johnson, Pfizer/BioNTech"
19963,Netherlands,NLD,2021-03-02,47183.0,1317054.0,7.69,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
18490,Monaco,MCO,2021-03-02,294.0,8449.0,21.53,Pfizer/BioNTech
23717,Rwanda,RWA,2021-03-02,4170.0,75056.0,0.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
25276,Serbia,SRB,2021-03-02,28798.0,971054.0,14.27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
11376,Grenada,GRD,2021-03-02,451.0,8424.0,7.49,Oxford/AstraZeneca
22736,Poland,POL,2021-03-02,89473.0,2338137.0,6.18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24944,Scotland,OWID_SCT,2021-03-02,30890.0,1661879.0,30.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
20402,Nicaragua,NIC,2021-03-02,1401.0,61625.0,0.93,"Oxford/AstraZeneca, Sputnik V"
23876,Saint Helena,SHN,2021-03-02,75.0,3107.0,51.18,Oxford/AstraZeneca
